date;custid;sex;is.employed;annual_incomeUSD;marital.stat;health.ins;housing.type;vehicle;num.vehicles;age;state.of.res
10/24/2016 12:21:51;715902;1;TRUE;160000;Married;TRUE;Rented;YES;4;51;New York
10/24/2016 12:22:14;716518;2;TRUE;35050;Married;FALSE;Homeowner with mortgage/loan;YES;3;44;New York
10/24/2016 12:22:55;716521;2;TRUE;16100;Married;FALSE;Rented;YES;2;62;Louisia
10/24/2016 12:22:57;719883;2;TRUE;21600;Never Married;FALSE;Rented;YES;1;30;Illinois
10/24/2016 12:23:09;721921;2;TRUE;32000;Married;TRUE;Rented;YES;3;39;Illinois
10/24/2016 12:24:14;723040;2;TRUE;120190;Married;TRUE;Homeowner free and clear;YES;2;54;New York
10/24/2016 12:24:26;724575;1;TRUE;100200;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;1;56;Massachusetts
10/24/2016 12:26:32;726057;1;TRUE;53000;Married;TRUE;Rented;YES;5;52;California
10/24/2016 12:30:49;728498;2;TRUE;120000;Married;TRUE;Homeowner with mortgage/loan;YES;1;52;South Caroli
10/24/2016 12:33:34;733069;1;;48400;Married;TRUE;Homeowner free and clear;YES;1;45;Michigan
10/24/2016 12:33:43;733279;2;TRUE;9600;Married;FALSE;Rented;NO;;52;Ohio
10/24/2016 12:34:25;733457;1;;10000;Divorced/Separated;TRUE;Rented;NO;;86;Texas
10/24/2016 12:35:36;735845;2;TRUE;54000;Married;TRUE;Homeowner free and clear;YES;1;76;California
10/24/2016 12:36:25;737283;2;;0;Married;FALSE;Homeowner with mortgage/loan;YES;2;61;Michigan
10/24/2016 12:38:57;739344;2;;127500;Widowed;TRUE;Homeowner free and clear;YES;5;75;Kentucky
10/24/2016 12:39:25;739654;2;TRUE;45600;Married;TRUE;Homeowner with mortgage/loan;YES;3;50;Pennsylvania
10/24/2016 12:40:05;743329;2;TRUE;100600;Married;TRUE;Homeowner with mortgage/loan;YES;2;39;Michigan
10/24/2016 12:43:05;743605;1;TRUE;23400;Never Married;TRUE;Rented;YES;2;28;Pennsylvania
10/24/2016 12:45:26;748153;1;TRUE;34200;Divorced/Separated;TRUE;Homeowner free and clear;YES;1;58;New York
10/24/2016 12:50:06;750282;2;;8900;Married;TRUE;Occupied with no rent;YES;1;89;Pennsylvania
10/24/2016 12:50:37;752338;2;TRUE;285000;Divorced/Separated;FALSE;Rented;YES;2;34;California
10/24/2016 12:52:52;755587;2;TRUE;38080;Married;TRUE;Homeowner with mortgage/loan;YES;2;55;Pennsylvania
10/24/2016 12:53:58;756099;2;TRUE;70504;Married;TRUE;Homeowner with mortgage/loan;YES;1;62;Wisconsin
10/24/2016 12:56:16;756667;1;TRUE;6300;Married;TRUE;Rented;YES;2;45;Pennsylvania
10/24/2016 12:56:55;756752;2;TRUE;17300;Never Married;FALSE;Rented;YES;2;29;Pennsylvania
10/24/2016 12:56:59;756892;2;;53000;Married;TRUE;Homeowner with mortgage/loan;YES;2;68;Kentucky
10/24/2016 12:57:37;757404;2;TRUE;22000;Married;TRUE;Homeowner with mortgage/loan;YES;3;35;West Virginia
10/24/2016 12:58:52;761350;2;TRUE;79100;Married;TRUE;Homeowner with mortgage/loan;YES;2;50;New Jersey
10/24/2016 13:00:41;761380;2;TRUE;71800;Married;TRUE;Rented;YES;2;34;Pennsylvania
10/24/2016 13:00:51;761424;2;TRUE;90000;Married;TRUE;Homeowner free and clear;YES;2;39;Washington
10/24/2016 13:01:16;763255;2;TRUE;18000;Never Married;TRUE;Rented;YES;1;23;Minnesota
10/24/2016 13:02:52;766390;2;;2100;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;2;86;Florida
10/24/2016 13:03:29;768162;2;TRUE;190000;Married;TRUE;Homeowner with mortgage/loan;YES;2;57;California
10/24/2016 13:04:45;773461;1;TRUE;100000;Married;TRUE;Homeowner with mortgage/loan;YES;4;52;California
10/24/2016 13:05:40;773582;1;;27200;Widowed;TRUE;Homeowner free and clear;YES;2;74;California
10/24/2016 13:08:55;774920;2;TRUE;71000;Never Married;TRUE;Homeowner with mortgage/loan;YES;4;43;Virginia
10/24/2016 13:10:15;776005;1;TRUE;5500;Never Married;TRUE;Homeowner with mortgage/loan;YES;3;48;California
10/24/2016 13:11:46;776265;1;TRUE;110000;Never Married;TRUE;Homeowner free and clear;YES;3;49;Michigan
10/24/2016 13:12:30;776471;2;;39900;Married;TRUE;Homeowner with mortgage/loan;YES;1;64;Michigan
10/24/2016 13:12:56;778092;2;TRUE;60000;Married;TRUE;Homeowner with mortgage/loan;YES;3;38;New York
10/24/2016 13:13:49;778821;2;;23500;Widowed;TRUE;Homeowner free and clear;YES;2;79;Washington
10/24/2016 13:14:09;779164;2;TRUE;45000;Married;TRUE;Homeowner with mortgage/loan;YES;3;32;California
10/24/2016 13:16:24;782988;2;TRUE;110000;Married;TRUE;Homeowner with mortgage/loan;YES;3;53;Ohio
10/24/2016 13:16:49;786358;2;TRUE;60000;Married;TRUE;Homeowner with mortgage/loan;YES;4;56;Illinois
10/24/2016 13:17:17;789913;2;TRUE;30300;Married;TRUE;Rented;YES;2;68;California
10/24/2016 13:17:23;792130;1;;30000;Never Married;TRUE;Homeowner free and clear;YES;1;72;Wisconsin
10/24/2016 13:17:37;795198;1;FALSE;23800;Married;TRUE;Rented;YES;2;31;Florida
10/24/2016 13:18:43;799074;1;;56500;Married;TRUE;Homeowner free and clear;YES;3;74;Alabama
10/24/2016 13:21:03;799565;2;;1600;Never Married;FALSE;;NO;;23;Pennsylvania
10/24/2016 13:22:31;800960;2;;258000;Married;TRUE;Homeowner with mortgage/loan;YES;2;68;Florida
10/24/2016 13:23:59;801018;1;;45000;Married;TRUE;Homeowner with mortgage/loan;YES;2;64;South Caroli
10/24/2016 13:24:22;805224;1;TRUE;56000;Never Married;TRUE;Rented;YES;1;33;North Caroli
10/24/2016 13:27:56;805571;2;TRUE;100000;Married;TRUE;Homeowner with mortgage/loan;YES;2;41;Wisconsin
10/24/2016 13:35:28;809267;2;TRUE;91500;Married;TRUE;Homeowner with mortgage/loan;YES;2;62;Illinois
10/24/2016 13:36:18;811443;1;TRUE;10200;Never Married;FALSE;Homeowner with mortgage/loan;YES;1;26;Colorado
10/24/2016 13:39:16;814516;1;TRUE;36000;Divorced/Separated;TRUE;Rented;YES;1;27;Wisconsin
10/24/2016 13:40:26;814627;2;TRUE;38000;Never Married;TRUE;Rented;NO;;24;Michigan
10/24/2016 13:42:26;816773;2;TRUE;200000;Married;TRUE;Rented;YES;2;50;Michigan
10/24/2016 13:42:35;816872;2;;41000;Married;TRUE;Homeowner with mortgage/loan;YES;2;72;Wisconsin
10/24/2016 13:47:50;818228;2;;25750;Widowed;TRUE;Homeowner with mortgage/loan;YES;2;73;Wisconsin
10/24/2016 13:48:02;819436;1;;56800;Widowed;TRUE;Homeowner with mortgage/loan;YES;1;81;Pennsylvania
10/24/2016 13:49:28;819585;2;TRUE;36000;Never Married;FALSE;Rented;YES;3;38;North Caroli
10/24/2016 13:49:52;820384;2;TRUE;165050;Married;TRUE;Rented;YES;2;43;Missouri
10/24/2016 13:50:50;821107;1;TRUE;53900;Married;TRUE;Homeowner with mortgage/loan;YES;3;68;Florida
10/24/2016 13:51:04;821682;2;TRUE;40000;Married;TRUE;Homeowner with mortgage/loan;YES;2;62;Illinois
10/24/2016 13:51:33;822729;2;;62130;Married;TRUE;Homeowner free and clear;YES;2;67;Ohio
10/24/2016 13:52:00;823146;1;;70000;Widowed;TRUE;Homeowner with mortgage/loan;YES;1;81;Pennsylvania
10/24/2016 13:53:03;824378;1;;48000;Widowed;TRUE;Homeowner free and clear;YES;1;75;Missouri
10/24/2016 13:58:14;825129;2;TRUE;60000;Married;TRUE;Homeowner with mortgage/loan;YES;4;46;California
10/24/2016 13:58:16;825790;1;TRUE;42300;Married;TRUE;Homeowner free and clear;YES;1;39;Arkansas
10/24/2016 13:58:48;828208;2;TRUE;439400;Married;TRUE;Homeowner with mortgage/loan;YES;2;69;New York
10/24/2016 13:59:40;829195;2;FALSE;3030;Married;TRUE;Homeowner with mortgage/loan;YES;1;55;Ohio
10/24/2016 14:00:07;829722;1;;29000;Widowed;TRUE;Homeowner free and clear;NO;;78;Tennessee
10/24/2016 14:00:15;830245;2;TRUE;120300;Married;TRUE;Homeowner with mortgage/loan;YES;1;48;Ohio
10/24/2016 14:01:02;830758;1;TRUE;4390;Never Married;FALSE;Rented;YES;1;24;Michigan
10/24/2016 14:02:01;831497;2;TRUE;95000;Married;TRUE;Homeowner with mortgage/loan;YES;3;47;Illinois
10/24/2016 14:06:56;832435;2;TRUE;55001;Married;TRUE;Homeowner free and clear;YES;3;48;New York
10/24/2016 14:07:58;832866;2;;6000;Divorced/Separated;FALSE;Homeowner with mortgage/loan;YES;2;57;Wisconsin
10/24/2016 14:08:50;832949;2;TRUE;54000;Divorced/Separated;TRUE;Rented;YES;1;42;Kentucky
10/24/2016 14:09:43;833321;2;FALSE;30900;Never Married;FALSE;Homeowner with mortgage/loan;YES;2;51;Michigan
10/24/2016 14:11:15;835830;1;TRUE;51000;Married;TRUE;Homeowner with mortgage/loan;YES;3;41;Washington
10/24/2016 14:11:21;837381;2;TRUE;10800;Never Married;TRUE;;NO;;20;Virginia
10/24/2016 14:11:36;841342;2;TRUE;85050;Married;TRUE;Homeowner with mortgage/loan;YES;3;62;Texas
10/24/2016 14:11:59;843811;1;TRUE;40000;Never Married;TRUE;Homeowner with mortgage/loan;YES;1;35;India
10/24/2016 14:12:47;844007;2;;0;Married;FALSE;;NO;;46;California
10/24/2016 14:13:35;845421;1;FALSE;4300;Married;TRUE;Rented;NO;;27;Ohio
10/24/2016 14:16:37;846713;2;;250;Never Married;TRUE;;NO;;45;Florida
10/24/2016 14:18:34;847156;2;TRUE;72000;Married;TRUE;Homeowner with mortgage/loan;YES;2;52;Colorado
10/24/2016 14:19:43;847699;2;TRUE;26300;Never Married;TRUE;Homeowner with mortgage/loan;YES;4;26;New York
10/24/2016 14:20:42;848521;2;TRUE;18300;Married;FALSE;Rented;YES;3;44;California
10/24/2016 14:20:56;851013;2;TRUE;85200;Married;TRUE;Homeowner with mortgage/loan;YES;2;63;Massachusetts
10/24/2016 14:25:53;851287;2;;12801;Widowed;TRUE;Homeowner with mortgage/loan;YES;2;65;Colorado
10/24/2016 14:28:08;851744;1;TRUE;55000;Never Married;TRUE;Homeowner with mortgage/loan;YES;2;24;Michigan
10/24/2016 14:29:38;855914;1;FALSE;8400;Married;TRUE;Rented;NO;;31;Connecticut
10/24/2016 14:33:22;856222;1;TRUE;70200;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;1;55;Hawaii
10/24/2016 14:34:54;857482;1;TRUE;43000;Divorced/Separated;FALSE;Homeowner with mortgage/loan;YES;1;63;Washington
10/24/2016 14:38:40;857511;1;TRUE;30;Married;TRUE;Homeowner with mortgage/loan;YES;4;54;Illinois
10/24/2016 14:38:41;860763;2;TRUE;66000;Married;TRUE;Homeowner with mortgage/loan;YES;3;49;Michigan
10/24/2016 14:39:26;861046;1;TRUE;68000;Married;TRUE;Rented;YES;2;29;Pennsylvania
10/24/2016 14:42:13;861489;1;FALSE;17000;Divorced/Separated;FALSE;Homeowner with mortgage/loan;YES;1;56;New Jersey
10/24/2016 14:42:47;862412;2;TRUE;120000;Married;TRUE;Homeowner with mortgage/loan;YES;2;75;Pennsylvania
10/24/2016 14:43:29;863276;1;FALSE;19000;Married;TRUE;Rented;YES;1;46;Wisconsin
10/24/2016 14:48:10;863391;2;TRUE;17000;Married;TRUE;Rented;YES;2;20;Alabama
10/24/2016 14:48:56;863424;1;TRUE;62000;Never Married;TRUE;Rented;YES;1;42;Illinois
10/24/2016 14:54:28;863443;1;TRUE;9000;Never Married;FALSE;Rented;YES;2;48;New York
10/24/2016 14:54:39;864947;1;;22700;Divorced/Separated;TRUE;Homeowner free and clear;YES;1;67;Arizo
10/24/2016 15:02:15;867842;1;;27400;Widowed;TRUE;Homeowner free and clear;YES;1;75;Pennsylvania
10/24/2016 15:02:28;868481;2;TRUE;30000;Married;TRUE;Homeowner with mortgage/loan;YES;3;36;Missouri
10/24/2016 15:03:40;869997;2;TRUE;62000;Never Married;TRUE;Homeowner with mortgage/loan;YES;1;28;Pennsylvania
10/24/2016 15:04:26;870169;2;TRUE;30000;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;1;36;Kentucky
10/24/2016 15:06:21;870909;1;;4000;Married;TRUE;Homeowner free and clear;YES;2;57;Massachusetts
10/24/2016 15:11:25;871562;2;TRUE;37000;Never Married;FALSE;Rented;YES;2;19;Texas
10/24/2016 15:11:26;872071;2;TRUE;141100;Married;TRUE;Homeowner with mortgage/loan;YES;3;57;Minnesota
10/24/2016 15:15:48;873626;1;TRUE;35000;Married;TRUE;Homeowner with mortgage/loan;YES;2;46;Texas
10/24/2016 15:19:21;874159;1;TRUE;7500;Married;TRUE;Homeowner with mortgage/loan;YES;2;47;North Caroli
10/24/2016 15:20:04;875771;2;FALSE;175200;Married;TRUE;Homeowner with mortgage/loan;YES;3;68;Arkansas
10/24/2016 15:24:17;876972;1;TRUE;10000;Married;FALSE;Rented;YES;3;28;New York
10/24/2016 15:25:56;878578;2;TRUE;24000;Never Married;TRUE;Homeowner with mortgage/loan;YES;2;38;Texas
10/24/2016 15:33:10;878875;2;TRUE;40500;Married;TRUE;Rented;YES;2;37;Louisia
10/24/2016 15:33:22;878882;2;TRUE;76000;Married;TRUE;Homeowner with mortgage/loan;NO;;33;Minnesota
10/24/2016 15:34:48;880240;2;;0;Never Married;TRUE;;NO;;87;Georgia
10/24/2016 15:37:50;882950;1;;14500;Widowed;TRUE;Homeowner free and clear;NO;;86;Wisconsin
10/24/2016 15:41:51;883639;2;TRUE;55000;Married;TRUE;Rented;YES;2;38;California
10/24/2016 15:43:09;884334;2;TRUE;51000;Married;TRUE;Rented;YES;2;52;Michigan
10/24/2016 15:43:54;885269;2;FALSE;32500;Married;FALSE;Homeowner with mortgage/loan;YES;3;50;New Jersey
10/24/2016 15:49:20;886647;1;TRUE;10600;Never Married;FALSE;Rented;YES;4;19;Georgia
10/24/2016 15:55:41;887135;2;;233000;Married;TRUE;Homeowner free and clear;YES;2;67;Missouri
10/24/2016 15:55:49;887400;2;TRUE;43000;Divorced/Separated;TRUE;Rented;YES;2;57;North Caroli
10/24/2016 15:56:31;892483;2;;100;Married;TRUE;Homeowner with mortgage/loan;YES;3;68;Minnesota
10/24/2016 15:59:03;896869;1;FALSE;22000;Divorced/Separated;FALSE;Rented;YES;1;63;Alabama
10/24/2016 16:03:37;897580;2;TRUE;59500;Married;TRUE;Homeowner with mortgage/loan;YES;4;50;Pennsylvania
10/24/2016 16:05:47;898396;2;TRUE;45000;Married;TRUE;Homeowner free and clear;YES;3;47;Michigan
10/24/2016 16:18:20;900377;2;TRUE;70000;Married;TRUE;Homeowner with mortgage/loan;YES;4;47;Arizo
10/24/2016 16:19:28;900986;1;TRUE;95050;Married;TRUE;Rented;YES;1;33;Illinois
10/24/2016 16:19:48;901246;1;TRUE;65000;Married;TRUE;Homeowner with mortgage/loan;YES;3;39;Oregon
10/24/2016 16:22:56;902413;2;TRUE;52000;Married;TRUE;Homeowner with mortgage/loan;YES;2;45;Maryland
10/24/2016 16:26:21;904144;1;;5700;Widowed;TRUE;Homeowner free and clear;YES;1;93;California
10/24/2016 16:27:50;904594;1;;0;Married;FALSE;Rented;YES;2;50;Connecticut
10/24/2016 16:28:17;904673;1;;0;Married;TRUE;Homeowner with mortgage/loan;YES;4;52;Illinois
10/24/2016 16:30:31;907824;1;FALSE;43000;Never Married;FALSE;Rented;YES;1;55;New Jersey
10/24/2016 16:32:05;908176;1;;10100;Widowed;TRUE;Rented;NO;;76;Pennsylvania
10/24/2016 16:32:41;908928;2;TRUE;32000;Divorced/Separated;TRUE;Homeowner free and clear;YES;4;56;Illinois
10/24/2016 16:36:23;909002;1;;0;Married;TRUE;Homeowner with mortgage/loan;YES;2;31;New York
10/24/2016 16:36:47;911763;1;;26800;Widowed;TRUE;Homeowner with mortgage/loan;YES;2;77;Pennsylvania
10/24/2016 16:38:03;912196;1;;14500;Divorced/Separated;TRUE;Rented;NO;;84;Michigan
10/24/2016 16:42:04;913398;2;FALSE;29000;Married;TRUE;Homeowner with mortgage/loan;YES;1;51;New York
10/24/2016 16:43:04;913679;2;;22000;Married;TRUE;Homeowner free and clear;YES;2;83;California
10/24/2016 16:48:27;914187;1;TRUE;83000;Married;TRUE;Homeowner with mortgage/loan;YES;3;25;Florida
10/24/2016 16:48:40;924426;2;TRUE;65000;Divorced/Separated;TRUE;Rented;YES;2;37;Oregon
10/24/2016 16:49:52;924897;1;TRUE;155800;Divorced/Separated;TRUE;Rented;YES;1;50;Arizo
10/24/2016 16:50:24;925421;2;TRUE;35600;Married;FALSE;Homeowner with mortgage/loan;YES;2;49;Georgia
10/24/2016 16:50:40;926808;2;TRUE;17000;Married;FALSE;Rented;YES;2;42;Kentucky
10/24/2016 16:55:49;927129;1;FALSE;16500;Never Married;TRUE;Homeowner with mortgage/loan;YES;6;32;Maryland
10/24/2016 17:00:47;928004;2;;17000;Married;TRUE;Homeowner with mortgage/loan;YES;2;58;Missouri
10/24/2016 17:06:54;928569;1;TRUE;14800;Married;TRUE;Rented;YES;2;21;Florida
10/24/2016 17:10:20;931141;2;TRUE;33000;Divorced/Separated;FALSE;Rented;YES;4;25;South Caroli
10/24/2016 17:17:21;931352;1;;9600;Widowed;TRUE;Homeowner free and clear;YES;1;85;California
10/24/2016 17:21:47;931449;2;;42400;Married;TRUE;Homeowner free and clear;YES;2;0;Missouri
10/24/2016 17:24:56;932143;1;TRUE;50000;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;1;52;Texas
10/24/2016 17:26:21;932574;2;;12500;Never Married;TRUE;Rented;NO;;66;Massachusetts
10/24/2016 17:28:23;934426;2;TRUE;28000;Married;TRUE;Homeowner with mortgage/loan;YES;3;62;Louisia
10/24/2016 17:33:15;938913;2;;47000;Married;TRUE;Homeowner free and clear;YES;1;61;Massachusetts
10/24/2016 17:34:23;940084;2;TRUE;53000;Never Married;TRUE;Homeowner with mortgage/loan;YES;2;29;California
10/24/2016 17:41:20;948494;2;TRUE;385000;Married;TRUE;Homeowner with mortgage/loan;YES;2;34;Ohio
10/24/2016 17:42:12;949925;1;TRUE;790;Married;TRUE;Homeowner with mortgage/loan;YES;2;44;Florida
10/24/2016 17:42:38;950326;2;TRUE;15000;Never Married;FALSE;Rented;YES;1;26;Virginia
10/24/2016 17:45:27;952729;1;TRUE;35000;Never Married;TRUE;Rented;YES;1;28;Texas
10/24/2016 17:48:31;953043;1;TRUE;20000;Never Married;TRUE;Rented;YES;2;19;Texas
10/24/2016 17:50:12;955457;2;TRUE;32000;Married;TRUE;Homeowner free and clear;YES;4;43;Kansas
10/24/2016 17:50:20;957083;2;;30400;Divorced/Separated;TRUE;Rented;NO;;64;Pennsylvania
10/24/2016 17:51:10;958271;1;TRUE;180000;Divorced/Separated;TRUE;Rented;YES;1;39;New York
10/24/2016 17:51:23;960591;2;TRUE;40000;Never Married;TRUE;Homeowner with mortgage/loan;YES;1;49;South Caroli
10/24/2016 17:54:01;961665;2;;0;Never Married;FALSE;;NO;;45;Mississippi
10/24/2016 17:54:22;964297;2;TRUE;10000;Married;TRUE;Homeowner with mortgage/loan;YES;5;56;Virginia
10/24/2016 17:54:47;965058;1;FALSE;6000;Never Married;FALSE;Rented;YES;1;28;Tennessee
10/24/2016 18:00:22;965618;2;TRUE;113500;Never Married;TRUE;Homeowner with mortgage/loan;YES;2;48;Texas
10/24/2016 18:02:21;965689;2;;17990;Married;TRUE;Homeowner with mortgage/loan;YES;3;56;Texas
10/24/2016 18:04:24;966699;2;TRUE;70000;Divorced/Separated;TRUE;Rented;YES;1;50;Georgia
10/24/2016 18:04:44;968478;1;TRUE;46800;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;3;48;Virginia
10/24/2016 18:05:32;968830;2;TRUE;4230;Never Married;TRUE;Homeowner with mortgage/loan;YES;3;67;Ohio
10/24/2016 18:07:57;970098;2;;19000;Married;TRUE;Rented;YES;2;65;New Jersey
10/24/2016 18:08:15;971703;2;FALSE;-8700;Married;TRUE;Homeowner with mortgage/loan;YES;3;60;Oklahoma
10/24/2016 18:11:10;971768;2;TRUE;8000;Never Married;FALSE;;NO;;45;Alabama
10/24/2016 18:11:37;973386;2;TRUE;45800;Married;TRUE;Homeowner with mortgage/loan;YES;2;58;Maryland
10/24/2016 18:13:18;973839;2;TRUE;45600;Married;TRUE;Homeowner with mortgage/loan;YES;3;67;Virginia
10/24/2016 18:16:29;975187;1;TRUE;46000;Divorced/Separated;TRUE;Homeowner with mortgage/loan;YES;3;48;New York
10/24/2016 18:24:07;975652;1;TRUE;61000;Never Married;TRUE;Rented;YES;1;35;Pennsylvania
10/24/2016 18:26:15;979475;1;TRUE;75000;Married;TRUE;Homeowner with mortgage/loan;YES;3;56;Nebraska
10/24/2016 18:26:22;979736;2;TRUE;32000;Married;TRUE;Homeowner with mortgage/loan;YES;3;36;Connecticut
10/24/2016 18:26:53;980375;1;TRUE;84000;Married;TRUE;Homeowner with mortgage/loan;YES;2;61;Wisconsin
10/24/2016 18:27:20;980412;1;;28800;Married;TRUE;Homeowner with mortgage/loan;YES;2;62;Connecticut
10/24/2016 18:27:56;980947;1;;2400;Never Married;TRUE;Rented;YES;2;20;Florida
10/24/2016 18:30:04;985415;1;TRUE;39000;Divorced/Separated;TRUE;Homeowner free and clear;YES;1;55;Illinois
10/24/2016 18:30:06;986039;2;TRUE;42000;Never Married;FALSE;Rented;YES;1;36;Pennsylvania
10/24/2016 18:33:22;986096;2;TRUE;172000;Married;TRUE;Homeowner with mortgage/loan;YES;2;41;Illinois
10/24/2016 18:33:43;987046;2;TRUE;120350;Married;TRUE;Rented;YES;1;44;Wisconsin
10/24/2016 18:36:46;987884;1;TRUE;21000;Widowed;TRUE;Homeowner with mortgage/loan;YES;2;50;Illinois
10/24/2016 18:41:36;988264;2;FALSE;5000;Married;TRUE;Homeowner with mortgage/loan;YES;5;55;Alabama
10/24/2016 18:41:49;988580;2;;17100;Married;TRUE;Homeowner with mortgage/loan;NO;;77;Massachusetts
10/24/2016 18:45:46;991697;1;;11000;Never Married;FALSE;Rented;YES;2;40;California
10/24/2016 18:46:37;991794;2;;14600;Married;TRUE;Homeowner free and clear;YES;1;93;New Hampshire
10/24/2016 18:47:36;991888;2;;67000;Married;TRUE;Homeowner free and clear;YES;1;93;South Dakota
10/24/2016 18:50:11;993668;1;TRUE;80000;Never Married;TRUE;Rented;YES;2;39;Illinois
10/24/2016 18:54:24;994628;1;;0;Married;FALSE;Rented;YES;2;29;California
10/24/2016 18:55:08;996953;1;FALSE;0;Married;FALSE;Rented;YES;3;35;Georgia
10/24/2016 18:57:28;997940;1;;0;Married;TRUE;Rented;YES;2;27;Texas
10/24/2016 19:00:24;998185;1;;6000;Married;TRUE;Homeowner with mortgage/loan;YES;2;36;California
10/24/2016 19:01:11;999444;2;TRUE;24000;Married;TRUE;Rented;YES;2;24;Alabama
10/24/2016 19:03:16;1000510;2;TRUE;90000;Married;FALSE;Occupied with no rent;YES;3;41;Connecticut
10/24/2016 19:03:21;1002936;1;TRUE;55000;Never Married;TRUE;Rented;YES;2;41;Texas
10/24/2016 19:08:32;1003135;2;;15400;Married;TRUE;;NO;;88;Maryland
10/24/2016 19:14:59;1003695;1;;0;Never Married;TRUE;Rented;YES;1;55;Georgia
10/24/2016 19:18:01;1005559;2;;82800;Married;TRUE;Homeowner with mortgage/loan;YES;2;63;Michigan
10/24/2016 19:18:12;1006488;1;TRUE;38000;Divorced/Separated;TRUE;Rented;NO;;59;Minnesota
10/24/2016 19:18:59;1010216;1;TRUE;14800;Never Married;TRUE;Rented;YES;6;28;Massachusetts
10/24/2016 19:21:39;1016594;2;;14400;Married;TRUE;Rented;YES;1;69;Ohio
10/24/2016 19:26:28;1022619;2;;62800;Divorced/Separated;TRUE;Rented;YES;1;72;West Virginia
10/24/2016 19:27:21;1024624;1;TRUE;31900;Divorced/Separated;TRUE;Homeowner free and clear;YES;1;62;Ohio
10/24/2016 19:28:02;1024809;2;TRUE;18000;Married;TRUE;Homeowner with mortgage/loan;YES;1;24;Nevada
10/24/2016 19:33:03;1026982;2;TRUE;31200;Never Married;FALSE;Rented;YES;2;26;Connecticut
10/24/2016 19:35:06;1029778;2;TRUE;11200;Married;TRUE;Homeowner with mortgage/loan;YES;2;84;Minnesota
10/24/2016 19:40:24;1031473;2;TRUE;259300;Widowed;TRUE;Homeowner with mortgage/loan;YES;4;65;Minnesota
10/24/2016 19:51:09;1031701;2;TRUE;45100;Never Married;TRUE;Rented;YES;1;44;Georgia
10/24/2016 19:53:34;1032071;1;FALSE;7190;Never Married;TRUE;Rented;YES;1;35;South Caroli
10/24/2016 19:57:33;1032120;1;TRUE;184000;Married;FALSE;Homeowner with mortgage/loan;YES;2;41;Ohio
10/24/2016 20:02:20;1032402;2;TRUE;22800;Married;TRUE;Rented;YES;2;72;India
10/24/2016 20:02:34;1033341;2;TRUE;4800;Married;TRUE;Occupied with no rent;YES;2;34;Texas
10/24/2016 20:04:04;1033571;2;TRUE;31900;Divorced/Separated;TRUE;Rented;YES;2;68;Ohio
10/24/2016 20:05:11;1034979;1;;750;Never Married;TRUE;Rented;YES;1;38;India
10/24/2016 20:06:58;1034994;1;;10400;Widowed;TRUE;Occupied with no rent;YES;2;57;Ohio
10/24/2016 20:07:12;1036358;1;TRUE;44500;Divorced/Separated;TRUE;Rented;YES;1;48;Georgia
10/24/2016 20:07:35;1036746;1;;33100;Widowed;TRUE;Homeowner with mortgage/loan;YES;2;65;New York
10/24/2016 20:08:08;1037495;1;TRUE;22800;Never Married;FALSE;Rented;YES;1;30;New York
10/24/2016 20:11:34;1037857;2;TRUE;39000;Married;TRUE;Homeowner with mortgage/loan;YES;3;22;Ohio
10/24/2016 20:16:03;1038537;1;TRUE;32000;Never Married;FALSE;Homeowner free and clear;YES;1;42;Ohio
10/24/2016 20:17:20;1039209;2;;1000;Married;TRUE;Homeowner with mortgage/loan;YES;4;59;Washington
10/24/2016 20:20:17;1040818;2;TRUE;285500;Married;TRUE;Homeowner with mortgage/loan;YES;3;46;North Caroli
10/24/2016 20:30:02;1042303;2;TRUE;71300;Married;TRUE;Rented;YES;2;28;Missouri
10/24/2016 20:33:05;1042791;2;FALSE;25800;Married;TRUE;Rented;YES;2;46;Ohio
10/24/2016 20:37:04;1044036;1;TRUE;52000;Never Married;TRUE;Homeowner with mortgage/loan;YES;1;31;Ohio
10/24/2016 20:37:41;1046317;1;;19000;Widowed;TRUE;Homeowner with mortgage/loan;YES;1;89;India
10/24/2016 20:42:14;1046696;2;TRUE;24800;Married;TRUE;Homeowner with mortgage/loan;YES;3;65;Maryland
10/24/2016 20:52:30;1047534;2;TRUE;200000;Married;TRUE;Homeowner with mortgage/loan;YES;4;225;Washington
10/24/2016 20:54:19;1048652;1;;1400;Divorced/Separated;TRUE;Rented;YES;1;77;Louisia
10/24/2016 20:58:35;1048836;2;TRUE;40000;Married;TRUE;Rented;YES;3;55;Maryland
10/24/2016 21:02:33;1051439;2;TRUE;96000;Married;TRUE;Homeowner with mortgage/loan;YES;2;40;Massachusetts
10/24/2016 21:03:21;1052064;2;TRUE;100000;Never Married;TRUE;Rented;YES;1;33;Connecticut
10/24/2016 21:08:40;1053513;2;TRUE;135070;Married;TRUE;Homeowner with mortgage/loan;YES;4;59;Minnesota
10/24/2016 21:09:37;1055360;1;;0;Married;TRUE;Homeowner with mortgage/loan;YES;3;58;New York
10/24/2016 21:13:19;1057167;1;;29100;Widowed;TRUE;;NO;;93;North Caroli
